gene ID,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Orth_group
Os05g0198200,8.11E-258,0.537665279,0.624,0.345,3.18E-253,cortex,Os05g0198200,ORTHO905GF005109
Os06g0195800,1.41E-254,0.532012891,0.466,0.189,5.52E-250,cortex,Os06g0195800,ORTHO905GF003274
Os02g0636700,2.07E-253,0.66797478,0.603,0.347,8.11E-249,cortex,Os02g0636700,ORTHO905GF000199
Os04g0429050,2.52E-248,0.629269167,0.812,0.621,9.89E-244,cortex,Os04g0429050,ORTHO905GF020710
Os02g0669100,1.94E-239,0.824996348,0.912,0.83,7.61E-235,cortex,Os02g0669100,ORTHO905GF012227
Os05g0571200,6.78E-238,0.581396427,0.502,0.23,2.66E-233,cortex,Os05g0571200,ORTHO905GF003069
Os04g0485800,6.99E-236,0.582067038,0.692,0.469,2.74E-231,cortex,Os04g0485800,ORTHO905GF005957
Os01g0914300,2.18E-235,1.276535041,0.293,0.07,8.55E-231,cortex,Os01g0914300,ORTHO905GF014031
Os12g0478200,4.40E-234,0.738321555,0.908,0.814,1.73E-229,cortex,Os12g0478200,ORTHO905GF048477
Os02g0592400,5.50E-233,0.537145152,0.914,0.821,2.16E-228,cortex,Os02g0592400,ORTHO905GF004096
Os03g0429000,1.31E-232,0.613463974,0.773,0.596,5.12E-228,cortex,Os03g0429000,ORTHO905GF001375
Os06g0147000,9.91E-231,0.783953582,0.629,0.373,3.89E-226,cortex,Os06g0147000,ORTHO905GF020621
Os03g0738600,1.78E-230,0.821343474,0.448,0.19,6.97E-226,cortex,Os03g0738600,ORTHO905GF000154
Os05g0461600,7.97E-230,0.745534664,0.645,0.406,3.13E-225,cortex,Os05g0461600,ORTHO905GF014703
Os07g0674800,1.09E-228,0.663384008,0.819,0.656,4.26E-224,cortex,Os07g0674800,ORTHO905GF002016
Os11g0673100,1.30E-226,0.549529842,0.827,0.664,5.09E-222,cortex,Os11g0673100,ORTHO905GF006542
Os08g0205800,1.80E-225,0.615204445,0.846,0.677,7.08E-221,cortex,Os08g0205800,ORTHO905GF048621
Os04g0615200,1.23E-222,0.636155268,0.868,0.744,4.84E-218,cortex,Os04g0615200,ORTHO905GF051615
Os04g0447600,2.34E-221,0.569795983,0.595,0.343,9.19E-217,cortex,Os04g0447600,ORTHO905GF000374
Os03g0102700,5.86E-216,0.556961565,0.217,0.03,2.30E-211,cortex,Os03g0102700,ORTHO905GF006005
Os02g0637000,1.34E-213,0.740658145,0.305,0.085,5.27E-209,cortex,Os02g0637000,ORTHO905GF000208
Os09g0482840,1.93E-208,0.524565976,0.261,0.057,7.58E-204,cortex,Os09g0482840,ORTHO905GF001269
Os04g0659300,6.75E-206,1.287862601,0.623,0.407,2.65E-201,cortex,Os04g0659300,ORTHO905GF010383
Os12g0147800,2.11E-205,0.618173308,0.773,0.563,8.27E-201,cortex,Os12g0147800,ORTHO905GF010476
Os07g0587300,6.44E-199,0.680017961,0.8,0.635,2.52E-194,cortex,Os07g0587300,ORTHO905GF018539
Os11g0645400,1.76E-196,0.529296828,0.511,0.259,6.92E-192,cortex,Os11g0645400,ORTHO905GF013923
Os04g0450000,4.70E-194,0.626174204,0.593,0.353,1.84E-189,cortex,Os04g0450000,ORTHO905GF014723
Os02g0811800,9.83E-194,0.508664171,0.355,0.131,3.86E-189,cortex,Os02g0811800,ORTHO905GF003494
Os01g0937100,1.21E-190,0.503312192,0.304,0.093,4.73E-186,cortex,Os01g0937100,ORTHO905GF002378
Os06g0336200,1.14E-188,0.607568515,0.858,0.692,4.48E-184,cortex,Os06g0336200,ORTHO905GF001253
Os06g0683800,1.08E-186,0.618933778,0.929,0.87,4.25E-182,cortex,Os06g0683800,ORTHO905GF047052
Os03g0820500,5.73E-183,0.787346554,0.692,0.518,2.25E-178,cortex,Os03g0820500,ORTHO905GF013948
Os07g0162400,7.75E-180,0.76599234,0.699,0.514,3.04E-175,cortex,Os07g0162400,ORTHO905GF007589
Os06g0592500,5.35E-178,0.590228716,0.894,0.803,2.10E-173,cortex,Os06g0592500,ORTHO905GF012989
Os08g0548400,3.08E-167,0.572191489,0.655,0.465,1.21E-162,cortex,Os08g0548400,ORTHO905GF000487
Os01g0975900,1.67E-163,0.560299998,0.419,0.203,6.53E-159,cortex,Os01g0975900,ORTHO905GF002531
Os05g0442400,6.17E-162,0.752613922,0.352,0.143,2.42E-157,cortex,Os05g0442400,ORTHO905GF002864
Os11g0502700,2.43E-161,0.727583417,0.623,0.437,9.51E-157,cortex,Os11g0502700,ORTHO905GF008813
Os03g0802100,1.03E-159,0.500291607,0.58,0.389,4.04E-155,cortex,Os03g0802100,ORTHO905GF000035
Os03g0766600,9.93E-158,0.526750202,0.649,0.42,3.90E-153,cortex,Os03g0766600,ORTHO905GF018696
Os01g0839500,1.14E-156,0.511898391,0.804,0.686,4.47E-152,cortex,Os01g0839500,ORTHO905GF000042
Os04g0448300,1.20E-156,0.758770316,0.471,0.275,4.71E-152,cortex,Os04g0448300,ORTHO905GF001887
Os01g0705200,2.89E-155,0.501175783,0.182,0.033,1.14E-150,cortex,Os01g0705200,ORTHO905GF016582
Os07g0129300,4.45E-152,0.612650215,0.45,0.242,1.75E-147,cortex,Os07g0129300,ORTHO905GF000209
Os06g0586000,6.22E-149,0.748955497,0.546,0.343,2.44E-144,cortex,Os06g0586000,ORTHO905GF050412
Os05g0324700,9.08E-149,0.777667128,0.834,0.81,3.56E-144,cortex,Os05g0324700,ORTHO905GF012410
Os02g0618100,1.15E-146,0.551062582,0.687,0.521,4.52E-142,cortex,Os02g0618100,ORTHO905GF004756
Os04g0639100,3.10E-144,0.627317683,0.193,0.043,1.22E-139,cortex,Os04g0639100,ORTHO905GF046126
Os02g0628800,3.79E-144,0.549019382,0.796,0.723,1.49E-139,cortex,Os02g0628800,ORTHO905GF045357
Os03g0322200,3.18E-140,0.590786089,0.689,0.533,1.25E-135,cortex,Os03g0322200,ORTHO905GF015094
Os07g0446900,2.54E-136,0.578153526,0.273,0.101,9.95E-132,cortex,Os07g0446900,ORTHO905GF004690
Os09g0400700,4.66E-135,0.503538847,0.739,0.608,1.83E-130,cortex,Os09g0400700,ORTHO905GF018564
Os11g0139700,9.62E-134,0.514317287,0.975,0.956,3.77E-129,cortex,Os11g0139700,ORTHO905GF048129
Os01g0914100,1.21E-133,0.517962858,0.141,0.019,4.74E-129,cortex,Os01g0914100,ORTHO905GF022843
Os06g0146800,2.97E-131,0.568996728,0.764,0.644,1.17E-126,cortex,Os06g0146800,ORTHO905GF027517
Os09g0433600,2.48E-128,0.532318051,0.506,0.309,9.74E-124,cortex,Os09g0433600,ORTHO905GF000020
Os10g0335000,1.57E-123,0.534131743,0.182,0.046,6.15E-119,cortex,Os10g0335000,ORTHO905GF018906
Os02g0129700,2.26E-123,0.576793372,0.726,0.597,8.86E-119,cortex,Os02g0129700,ORTHO905GF051521
Os01g0959100,2.62E-120,0.635869954,0.3,0.134,1.03E-115,cortex,Os01g0959100,ORTHO905GF003812
Os02g0808800,1.57E-119,0.545351977,0.508,0.331,6.16E-115,cortex,Os02g0808800,ORTHO905GF003494
Os10g0554800,3.58E-117,0.561817429,0.14,0.025,1.40E-112,cortex,Os10g0554800,ORTHO905GF050418
Os01g0209700,9.45E-114,0.607718042,0.252,0.101,3.71E-109,cortex,Os01g0209700,ORTHO905GF015440
Os05g0477900,7.74E-109,0.506028907,0.184,0.054,3.04E-104,cortex,Os05g0477900,ORTHO905GF004784
Os09g0274900,2.10E-107,0.553510581,0.68,0.564,8.25E-103,cortex,Os09g0274900,ORTHO905GF048391
Os03g0293600,4.27E-105,0.518203384,0.364,0.203,1.67E-100,cortex,Os03g0293600,ORTHO905GF046362
Os04g0654500,1.54E-93,0.541400989,0.441,0.286,6.05E-89,cortex,Os04g0654500,ORTHO905GF049785
Os10g0491000,8.44E-92,0.583868156,0.449,0.297,3.31E-87,cortex,Os10g0491000,ORTHO905GF001270
Os10g0551800,8.18E-88,1.165140826,0.509,0.39,3.21E-83,cortex,Os10g0551800,ORTHO905GF015635
Os03g0663400,1.04E-84,1.031519742,0.587,0.483,4.07E-80,cortex,Os03g0663400,ORTHO905GF022897
Os01g0948600,1.63E-76,1.101590068,0.592,0.487,6.38E-72,cortex,Os01g0948600,ORTHO905GF005347
Os01g0309100,1.57E-75,0.593027761,0.277,0.15,6.17E-71,cortex,Os01g0309100,ORTHO905GF027638
Os05g0119100,1.40E-68,0.510819124,0.531,0.416,5.48E-64,cortex,Os05g0119100,ORTHO905GF049079
Os06g0711900,5.43E-67,0.505694151,0.387,0.281,2.13E-62,cortex,Os06g0711900,ORTHO905GF017475
Os05g0217800,5.38E-66,0.747620107,0.127,0.041,2.11E-61,cortex,Os05g0217800,ORTHO905GF014562
Os12g0555000,1.16E-60,0.609753587,0.513,0.398,4.56E-56,cortex,Os12g0555000,ORTHO905GF012362
Os03g0730200,1.63E-57,0.521269239,0.423,0.31,6.40E-53,cortex,Os03g0730200,ORTHO905GF007912
#N/A,2.46E-53,0.516207712,0.41,0.297,9.63E-49,cortex,#N/A,#N/A
Os01g0200700,5.31E-52,0.739078182,0.108,0.037,2.08E-47,cortex,Os01g0200700,ORTHO905GF012914
Os10g0552300,1.68E-51,0.682598035,0.543,0.447,6.58E-47,cortex,Os10g0552300,ORTHO905GF027164
Os01g0191100,0,2.622225313,0.93,0.12,0,endodermis,Os01g0191100,ORTHO905GF001097
Os03g0141000,0,2.527716279,0.951,0.14,0,endodermis,Os03g0141000,ORTHO905GF001905
Os02g0503400,0,2.467858975,0.972,0.177,0,endodermis,Os02g0503400,ORTHO905GF002180
Os02g0478600,0,2.44943969,0.958,0.164,0,endodermis,Os02g0478600,ORTHO905GF001447
Os03g0154700,0,2.410828533,0.947,0.151,0,endodermis,Os03g0154700,ORTHO905GF002028
Os01g0896800,0,2.372063328,0.968,0.153,0,endodermis,Os01g0896800,ORTHO905GF003735
Os04g0349500,0,2.369454938,0.975,0.162,0,endodermis,Os04g0349500,ORTHO905GF001462
Os08g0559200,0,2.336146709,0.954,0.165,0,endodermis,Os08g0559200,ORTHO905GF002198
Os03g0139100,0,2.319541191,0.961,0.153,0,endodermis,Os03g0139100,ORTHO905GF001446
Os03g0576700,0,2.317171712,0.965,0.191,0,endodermis,Os03g0576700,ORTHO905GF002033
Os08g0130500,0,2.306953614,0.923,0.16,0,endodermis,Os08g0130500,ORTHO905GF002754
Os05g0541900,0,2.305530757,0.912,0.064,0,endodermis,Os05g0541900,ORTHO905GF001124
Os02g0814700,0,2.296203143,0.902,0.093,0,endodermis,Os02g0814700,ORTHO905GF001446
Os10g0465800,0,2.288957767,0.958,0.154,0,endodermis,Os10g0465800,ORTHO905GF001905
Os05g0160200,0,2.283745252,0.944,0.167,0,endodermis,Os05g0160200,ORTHO905GF001563
Os03g0598800,0,2.267166772,0.926,0.112,0,endodermis,Os03g0598800,ORTHO905GF001815
Os02g0111700,0,2.237339621,0.937,0.142,0,endodermis,Os02g0111700,ORTHO905GF003841
Os12g0124200,0,2.226645056,0.909,0.155,0,endodermis,Os12g0124200,ORTHO905GF001308
Os09g0258600,0,2.22645272,0.923,0.122,0,endodermis,Os09g0258600,ORTHO905GF001538
Os08g0326400,0,2.224023882,0.916,0.105,0,endodermis,Os08g0326400,ORTHO905GF002087
Os02g0478700,0,2.213165388,0.898,0.078,0,endodermis,Os02g0478700,ORTHO905GF002565
Os04g0501000,0,2.208908298,0.909,0.135,0,endodermis,Os04g0501000,ORTHO905GF003248
Os11g0127900,0,2.196533468,0.926,0.142,0,endodermis,Os11g0127900,ORTHO905GF001308
Os10g0564300,0,2.180383861,0.884,0.089,0,endodermis,Os10g0564300,ORTHO905GF002448
Os03g0297100,0,2.168276977,0.951,0.177,0,endodermis,Os03g0297100,ORTHO905GF002636
Os05g0155100,0,2.164907152,0.909,0.118,0,endodermis,Os05g0155100,ORTHO905GF001426
Os07g0622100,0,2.147052743,0.902,0.1,0,endodermis,Os07g0622100,ORTHO905GF001556
Os05g0557000,0,2.146596927,0.933,0.078,0,endodermis,Os05g0557000,ORTHO905GF001910
Os04g0399000,0,2.145520751,0.933,0.141,0,endodermis,Os04g0399000,ORTHO905GF049148
Os02g0534800,0,2.139684914,0.947,0.142,0,endodermis,Os02g0534800,ORTHO905GF001492
Os01g0348700,0,2.111966026,0.905,0.107,0,endodermis,Os01g0348700,ORTHO905GF003248
Os02g0622300,0,2.091835849,0.902,0.105,0,endodermis,Os02g0622300,ORTHO905GF002913
Os01g0823300,0,2.071683203,0.912,0.12,0,endodermis,Os01g0823300,ORTHO905GF003720
Os08g0503000,0,2.068411741,0.579,0.04,0,endodermis,Os08g0503000,ORTHO905GF046446
Os04g0598200,0,2.065288923,0.877,0.101,0,endodermis,Os04g0598200,ORTHO905GF001238
Os03g0818400,0,2.06330481,0.898,0.104,0,endodermis,Os03g0818400,ORTHO905GF001714
Os02g0284600,0,2.062624042,0.905,0.115,0,endodermis,Os02g0284600,ORTHO905GF002448
Os02g0821200,0,2.0526281,0.884,0.076,0,endodermis,Os02g0821200,ORTHO905GF001124
Os02g0105900,0,2.050385019,0.909,0.095,0,endodermis,Os02g0105900,ORTHO905GF002434
Os09g0507800,0,2.038092539,0.863,0.078,0,endodermis,Os09g0507800,ORTHO905GF002087
Os04g0613600,0,2.003727549,0.902,0.086,0,endodermis,Os04g0613600,ORTHO905GF002098
Os08g0234000,0,1.992547918,0.884,0.108,0,endodermis,Os08g0234000,ORTHO905GF001305
Os01g0815800,0,1.978748744,0.926,0.125,0,endodermis,Os01g0815800,#N/A
#N/A,0,1.971744083,0.877,0.072,0,endodermis,#N/A,#N/A
Os03g0577000,0,1.9450999,0.884,0.147,0,endodermis,Os03g0577000,ORTHO905GF001850
Os07g0614500,0,1.943095894,0.898,0.155,0,endodermis,Os07g0614500,ORTHO905GF005426
Os07g0208000,0,1.942304948,0.853,0.065,0,endodermis,Os07g0208000,ORTHO905GF001447
Os05g0207300,0,1.941013539,0.877,0.064,0,endodermis,Os05g0207300,ORTHO905GF001263
Os07g0674200,0,1.937247669,0.891,0.118,0,endodermis,Os07g0674200,ORTHO905GF002253
Os03g0807800,0,1.934077686,0.905,0.12,0,endodermis,Os03g0807800,ORTHO905GF002173
Os01g0260800,0,1.922992062,0.568,0.037,0,endodermis,Os01g0260800,ORTHO905GF005488
Os05g0346300,0,1.917192918,0.926,0.093,0,endodermis,Os05g0346300,ORTHO905GF002636
Os02g0175600,0,1.916886596,0.898,0.122,0,endodermis,Os02g0175600,ORTHO905GF002953
Os07g0184300,0,1.908564516,0.898,0.133,0,endodermis,Os07g0184300,#N/A
Os01g0834500,0,1.895779326,0.86,0.081,0,endodermis,Os01g0834500,ORTHO905GF001714
Os02g0815000,0,1.880494132,0.923,0.149,0,endodermis,Os02g0815000,ORTHO905GF003841
Os02g0591700,0,1.867711109,0.856,0.094,0,endodermis,Os02g0591700,ORTHO905GF002277
Os01g0100700,0,1.858817441,0.846,0.081,0,endodermis,Os01g0100700,ORTHO905GF003995
Os09g0501700,0,1.851516943,0.835,0.053,0,endodermis,Os09g0501700,ORTHO905GF049276
Os05g0565000,0,1.850834362,0.828,0.09,0,endodermis,Os05g0565000,ORTHO905GF001909
Os01g0304000,0,1.84399249,0.916,0.152,0,endodermis,Os01g0304000,ORTHO905GF006063
Os09g0568400,0,1.829182,0.842,0.077,0,endodermis,Os09g0568400,ORTHO905GF022839
Os04g0473400,0,1.827678088,0.804,0.045,0,endodermis,Os04g0473400,ORTHO905GF002277
Os02g0321900,0,1.8257896,0.881,0.067,0,endodermis,Os02g0321900,ORTHO905GF001101
Os03g0851000,0,1.819504404,0.839,0.11,0,endodermis,Os03g0851000,ORTHO905GF002123
Os04g0684300,0,1.806450228,0.509,0.036,0,endodermis,Os04g0684300,#N/A
Os08g0117200,0,1.797927589,0.87,0.098,0,endodermis,Os08g0117200,ORTHO905GF048250
Os02g0229000,0,1.791219415,0.86,0.085,0,endodermis,Os02g0229000,ORTHO905GF001532
Os11g0602600,0,1.782537737,0.846,0.12,0,endodermis,Os11g0602600,ORTHO905GF002028
Os03g0390000,0,1.756183262,0.832,0.078,0,endodermis,Os03g0390000,ORTHO905GF001556
Os01g0358400,0,1.748979437,0.818,0.044,0,endodermis,Os01g0358400,ORTHO905GF002434
Os09g0413500,0,1.737798699,0.877,0.134,0,endodermis,Os09g0413500,#N/A
Os01g0666900,0,1.730367605,0.835,0.072,0,endodermis,Os01g0666900,#N/A
Os01g0752300,0,1.728289311,0.828,0.055,0,endodermis,Os01g0752300,ORTHO905GF001909
Os06g0115500,0,1.710308436,0.874,0.05,0,endodermis,Os06g0115500,ORTHO905GF002033
Os02g0699600,0,1.697973948,0.867,0.092,0,endodermis,Os02g0699600,ORTHO905GF001238
Os11g0168200,0,1.682456639,0.789,0.054,0,endodermis,Os11g0168200,ORTHO905GF001973
Os03g0579300,0,1.66201765,0.811,0.078,0,endodermis,Os03g0579300,ORTHO905GF002449
Os04g0605900,0,1.659235145,0.772,0.061,0,endodermis,Os04g0605900,ORTHO905GF001305
Os03g0297300,0,1.639756613,0.821,0.065,0,endodermis,Os03g0297300,ORTHO905GF050150
Os04g0430100,0,1.630341178,0.877,0.099,0,endodermis,Os04g0430100,ORTHO905GF002721
Os03g0245500,0,1.601009936,0.4,0.014,0,endodermis,Os03g0245500,ORTHO905GF003667
Os02g0529700,0,1.529579378,0.747,0.077,0,endodermis,Os02g0529700,ORTHO905GF001097
Os12g0406200,0,1.502637535,0.726,0.029,0,endodermis,Os12g0406200,ORTHO905GF003255
Os08g0505300,0,1.501312218,0.825,0.09,0,endodermis,Os08g0505300,ORTHO905GF046419
Os01g0860300,0,1.496974798,0.8,0.063,0,endodermis,Os01g0860300,ORTHO905GF001101
Os01g0263000,0,1.484076977,0.421,0.006,0,endodermis,Os01g0263000,ORTHO905GF000291
Os10g0155100,0,1.469926909,0.453,0.007,0,endodermis,Os10g0155100,ORTHO905GF003667
Os01g0962600,0,1.432095282,0.747,0.022,0,endodermis,Os01g0962600,ORTHO905GF002721
Os02g0287000,0,1.422909956,0.775,0.049,0,endodermis,Os02g0287000,ORTHO905GF003255
Os05g0274900,0,1.40542387,0.867,0.108,0,endodermis,Os05g0274900,ORTHO905GF001815
Os01g0723200,0,1.398107295,0.726,0.019,0,endodermis,Os01g0723200,ORTHO905GF001532
Os01g0231700,0,1.397833965,0.789,0.099,0,endodermis,Os01g0231700,ORTHO905GF006351
Os02g0489400,0,1.380893442,0.712,0.036,0,endodermis,Os02g0489400,ORTHO905GF001462
